Date,Average_temperature____F_,Average_humidity____,Average_dewpoint____F_,Average_barometer__in_,Average_windspeed__mph_,Average_gustspeed__mph_,Average_direction____deg_,Rainfall_for_month__in_,Rainfall_for_year__in_,Maximum_rain_per_minute,Maximum_temperature____F_,Minimum_temperature____F_,Maximum_humidity____,Minimum_humidity____,Maximum_pressure,Minimum_pressure,Maximum_windspeed__mph_,Maximum_gust_speed__mph,Maximum_heat_index____F_
2/8/2031,40.8,38,16.4,30,10.1,15.9,282,0.06,0.13,0,50.5,35.5,48,24,30.16,29.817,23,35.7,50.5
9/9/2025,56.8,44,28.5,30,1.8,3.5,144,0.12,7.95,0,78.5,33.5,89,11,30.184,29.783,9.2,16.1,77.2
1/27/2028,46.5,33,14.4,30,6,8.9,252,0.12,0.12,0,64.2,25.7,66,12,30.212,29.763,19.6,28.8,64.2
9/24/2028,55.8,45,30.4,30,1.9,3.6,80,0.12,12.48,0,77.7,34.6,79,18,30.203,29.839,13.8,19.6,77.2
12/25/2031,24,60,11.1,30,0.7,1.2,283,0.12,7.64,0,41.1,13.3,76,27,30.126,29.785,6.9,11.5,41.1
2/5/2028,44.5,28,12.1,30,11.2,16.7,232,0.24,0.38,0,52.5,35.8,46,16,30.213,29.877,27.6,42.6,52.5
3/19/2028,34.5,81,29.1,30,2.4,3.9,51,0.24,1.27,0,41.9,23.3,90,67,30.284,29.783,10.4,12.7,41.9
4/13/2028,43.8,34,14.7,30,4,6.6,101,0.24,1.6,0,59.2,24.4,65,14,30.169,29.901,16.1,19.6,59.2
11/23/2032,40.6,28,8.6,30,8.4,12.5,240,0.24,8.63,0,54,29.5,44,14,30.091,29.909,17.3,25.3,54
10/15/2022,46.8,49,27.9,30,9.2,13.8,305,0.48,9.81,0,54.9,41.2,79,27,30.144,29.816,26.5,39,54.9
2/28/2024,36,27,4.3,30,14.8,20.8,320,0.48,0.59,0,44.6,26.3,44,17,30.122,29.867,34.5,51.8,44.6
4/20/2025,46.1,49,25.4,30,8.2,11.9,234,0.48,0.86,0,57.9,28.5,92,26,30.162,29.804,21.9,29.9,57.9
4/23/2025,53.1,40,25,30,2.1,3.7,337,0.48,0.86,0,74.3,30.6,77,12,30.147,29.753,15,21.9,74.7
7/7/2023,51.2,87,47.6,30,3.1,4.8,87,0.96,8.6,0,59.8,46,92,69,30.229,29.835,15,19.6,59.8
4/30/2029,29,79,23.2,30,4,6,121,0.96,1.85,0,35.2,25.2,90,61,30.247,29.884,18.4,21.9,35.2
9/24/2023,60.5,23,22.3,30,9.7,13.8,321,0.17,11.37,0,72.1,52,32,13,30.053,29.896,23,32.2,74.4
9/25/2023,61.2,24,22.2,30,5.1,7.8,353,0.17,11.37,0,73.9,43.9,57,14,30.165,29.931,18.4,26.5,75.2
9/26/2023,57.8,40,28.5,30,1.5,3,145,0.17,11.37,0,82,34.3,78,12,30.265,29.858,16.1,20.7,79.6
9/30/2023,53.1,54,34.6,30,2.5,4.1,118,0.17,11.37,0,71.5,34.9,87,22,30.143,29.877,12.7,17.3,78.5
12/31/2026,35.6,45,16.1,30,13.3,19.7,244,0.17,16.41,0,40.7,31.5,58,34,30.088,29.868,35.7,46,40.7
9/30/2029,52.7,58,37.8,30,2.3,2.7,110,0.17,7.45,0,65.3,42.3,84,37,30.15,29.828,13.8,16.1,65.3
10/21/2024,51.3,28,18.2,30,0,0,289,0.34,10.8,0,64.5,38.3,46,13,30.104,29.834,0,0,70.4
10/22/2024,49.7,35,21.5,30,0,0,292,0.34,10.8,0,61,38.5,63,17,30.085,29.887,0,0,61
2/24/2031,15.2,48,-1.8,30,12.7,18.7,283,0.34,0.41,0,20.3,6.5,83,31,30.081,29.883,29.9,48.3,20.3
2/26/2031,29.4,28,-0.6,30,9.1,13.3,282,0.34,0.41,0,40.9,16.9,45,16,30.172,29.843,24.2,36.8,40.9
10/19/2026,42.7,32,14.7,30,12.7,18.8,255,0.68,15.85,0,53.3,34.3,44,22,30.102,29.748,27.6,39.1,53.3
6/24/2030,53.7,64,41,30,2.3,4,277,0.68,2.68,0,64,37.8,90,46,30.145,29.96,11.5,17.3,64
6/25/2030,56.4,66,44.5,30,2.7,4.6,277,0.68,2.68,0,68.4,42.3,91,40,30.127,29.919,11.5,18.4,77.5
9/26/2031,48.1,39,17.2,30,2.2,3.9,282,0.68,6.01,0,69.1,26.1,86,7,30.248,29.739,11.5,18.4,70.7
4/22/2026,27.4,81,22,30,3.8,5.9,55,0.93,1.39,0,43.2,15.4,90,41,30.342,29.803,16.1,20.7,43.2
3/29/2033,33.7,43,12.8,30,7.6,11,229,0.93,1.42,0,43.8,26.1,69,27,30.042,29.906,19.6,28.8,43.8
7/30/2022,48.1,86,43.9,30,5.1,5.3,6,2.35,7.93,0,55.9,42.8,94,67,30.115,29.963,12.7,17,55.9
4/16/2033,18.6,89,15.8,30,3.3,5.2,55,0.45,1.87,0,25.2,10.7,93,85,30.267,29.867,10.4,16.1,25.2
5/12/2023,28.6,89,25.8,30,12.3,12.4,2,0.65,4.42,0,34.9,24.5,93,78,30.171,29.923,19.6,20,34.9
11/28/2032,20.4,81,15.2,30,1.2,2.2,271,0.65,9.04,0,46.3,4,93,56,30.213,29.894,9.2,11.5,46.3
5/12/2024,39.7,68,29.1,30,4.3,6.8,311,0.9,3.78,0,48,32.5,92,44,30.16,29.867,13.8,26.5,48
5/13/2024,48.8,51,30,30,3.5,5.9,46,0.9,3.78,0,59.3,32.7,91,23,30.162,29.905,16.1,27.6,59.3
4/21/2022,51.7,35,23.2,30,6.8,10,269,1.3,1.94,0,64.2,37.2,68,18,30.139,29.872,21.9,26,64.2
8/10/2030,53.6,82,47.9,30,2.6,4.3,275,1.3,9.19,0,67.6,45.2,96,50,30.117,29.881,15,21.9,67.6
8/11/2030,56,72,45.9,30,1.8,3.2,277,1.3,9.19,0,71.1,41.3,96,40,30.132,29.818,11.5,16.1,77.5
2/17/2027,34.8,27,2.7,30,18.2,26.3,252,0.31,0.69,0,44.3,22.4,51,17,30.166,29.702,33.4,50.6,44.3
2/20/2027,19.8,36,-2.9,30,12.9,20.2,263,0.31,0.69,0,24.4,16.2,50,27,30.102,29.647,33.4,49.5,24.4
8/10/2027,56,71,46.2,30,1.6,2.9,5,0.31,8.35,0,66.8,43.6,91,50,30.158,29.925,10.4,12.7,66.8
4/20/2030,38.8,67,28.2,30,2.4,4.2,275,0.31,2.31,0,50.7,25.7,91,0,30.192,29.837,18.4,40.3,50.7
9/18/2025,53.3,49,27.9,30,3.1,5.3,251,0.62,8.45,0,75.6,30.7,92,12,30.219,29.812,12.7,18.4,75.6
9/20/2025,53.1,42,26.7,30,2.1,3.7,72,0.62,8.45,0,72.8,33.1,81,15,30.097,29.89,13.8,18.4,75.9
9/21/2025,52.2,45,27.8,30,2,3.5,69,0.62,8.45,0,73.3,32.8,78,18,30.162,29.928,11.5,17.3,75.6
9/23/2025,56.3,40,26.2,30,3.8,5.9,246,0.62,8.45,0,78.9,33.1,80,11,30.167,29.744,17.3,26.5,77.5
5/12/2026,57.3,36,27.7,30,4.5,7.4,300,0.62,2.44,0,70.8,41.2,69,17,30.123,29.837,23,31.1,74.9
8/15/2023,61.8,65,49.3,30,3.5,5.4,109,0.87,10.98,0,73.5,46.1,85,47,30.12,29.851,13.8,18.4,79
5/17/2023,48.1,57,31,30,4.7,161.5,17,1.49,5.26,0,66,27.9,90,17,30.157,29.821,18.4,255,76.7
5/6/2025,39.9,56,23.6,30,2.9,5.2,77,0.21,1.13,0,50.5,28.5,91,23,30.215,29.774,12.7,17.3,50.5
9/5/2031,53.8,72,44.7,30,2.3,3.9,282,0.21,5.54,0,65.6,47,88,49,30.1,29.869,13.8,16.1,65.6
10/11/2022,29,77,22.2,30,5,7.8,16,0.42,9.75,0,50.4,15.9,92,41,30.239,29.704,20.7,32,50.4
5/15/2025,53.2,33,20.5,30,2.5,4.6,98,0.59,1.51,0,70.4,30.1,69,11,30.15,29.861,12.7,16.1,74
9/12/2025,48.7,90,46,30,2.1,3.7,72,0.59,8.42,0,50.8,45.5,94,83,30.215,29.715,8.1,11.5,50.8
5/5/2031,49.6,46,27.7,30,2.9,4.7,282,1.18,2.34,0,64.5,32.2,76,20,30.094,29.909,18.4,27.6,64.5
5/6/2031,51.4,51,31.2,30,1.5,2.8,282,1.18,2.34,0,67.6,33.4,81,20,30.116,29.891,11.5,17.3,67.6
7/22/2032,59.9,79,52.9,30,2.2,3.8,341,1.43,6.18,0,70.9,50.8,97,48,30.023,29.893,13.8,19.6,75.6
1/31/2023,25.9,53,8.9,30,7.6,11,315,0.07,0.07,0,37.3,12.6,85,27,30.122,29.837,29.9,38,37.3
11/14/2023,28,49,10.8,30,9.1,13.3,318,0.07,12.62,0,34.4,16.5,85,36,30.183,29.707,25.3,39.1,34.4
2/22/2029,29.1,60,15.3,30,3.8,6,43,0.07,0.27,0,40.2,18.6,87,27,30.147,29.856,13.8,20.7,40.2
4/12/2029,41.5,67,29.7,30,3.6,5.4,102,0.07,0.96,0,59.8,26.4,92,28,30.096,29.892,17.3,25.3,59.8
6/4/2029,58.7,54,40.7,30,2.4,4.4,112,0.07,3.93,0,71.6,42.1,86,31,30.112,29.898,11.5,18.4,77.3
1/26/2031,25.2,44,5.1,30,6.9,10.5,283,0.07,0.07,0,33.2,18.6,75,24,30.33,29.575,23,33.4,33.1
2/19/2032,7.4,71,-0.3,30,1.9,3.3,283,0.07,0.2,0,20.8,-2.8,79,45,30.207,29.731,11.5,18.4,20.8
12/11/2032,36.5,27,4.2,30,11.4,16.3,234,0.07,9.12,0,45,30.3,41,11,30.147,29.813,25.3,34.5,45
11/29/2023,20.1,37,-2.2,30,7.7,12,333,0.14,12.69,0,24.4,14.9,51,28,30.38,29.521,23,36.8,24.4
11/23/2029,34.3,43,9.5,30,7,10.3,111,0.14,7.95,0,48,15.2,83,11,30.268,29.786,23,34.5,48
11/26/2029,37.5,17,-6.9,30,4.3,6.9,114,0.14,7.95,0,55,21.9,39,3,30.38,29.648,13.8,24.2,55
11/30/2029,21.8,32,-3.6,30,11.1,17.1,100,0.14,7.95,0,28.2,12.4,44,24,30.061,29.752,23,31.1,28.2
11/14/2028,41.3,34,12.1,30,2.3,3.7,274,0.28,14.22,0,60.1,21.6,69,13,30.198,29.798,11.5,13.8,60.1
10/12/2029,46.5,58,28.4,30,3.2,4.6,113,0.28,7.73,0,62.3,30.7,94,21,30.168,29.876,15,19.6,62.3
10/13/2029,47.4,45,22.7,30,3.2,5.1,116,0.28,7.73,0,69.9,30,75,13,30.266,29.672,19.6,28.8,72.7
4/9/2031,37.7,48,17.7,30,4.6,7.3,283,0.28,0.66,0,49.6,28.8,84,20,30.203,29.827,15,26.5,49.6
4/10/2031,46,29,14.2,30,8.8,13.5,282,0.28,0.66,0,63.2,34.7,46,11,30.11,29.799,21.9,33.4,63.2
4/15/2031,40.9,45,18.6,30,3.3,5.5,283,0.28,0.66,0,57.3,24.1,77,16,30.119,29.836,15,19.6,57.3
4/19/2031,38.1,37,11.4,30,1.8,3.5,282,0.28,0.66,0,54.5,16.9,66,18,30.262,29.769,13.8,19.6,54.5
9/28/2026,49.6,36,23.8,30,9.2,13.8,243,0.56,6.89,0,55.7,35.6,51,28,30.04,29.887,21.9,34.5,55.7
3/24/2029,32.2,48,14.5,30,9.6,14.3,19,0.56,0.76,0,39.8,25.4,70,34,30.154,29.764,20.7,31.1,39.8
4/22/2031,43.6,66,31.1,30,2.8,4.7,282,0.56,0.94,0,58.9,27.5,94,26,30.188,29.839,15,19.6,58.9
7/17/2022,63,38,34.6,30,3.3,3.7,7,0.81,6.39,0,78.3,42.8,67,13,30.063,29.905,17.3,24,79.1
7/18/2022,61.2,58,44.6,30,7.5,7.6,2,0.81,6.39,0,76.7,42.9,88,30,30.127,29.924,10.4,13,79.1
5/27/2022,48.8,60,32.8,30,3.4,5.1,338,1.62,4.06,0,65.8,30.4,93,21,30.112,29.872,26.5,74,76
4/19/2028,34.7,65,22.3,30,2.1,3.8,305,1.62,2.98,0,48.5,26.1,92,28,30.193,29.963,11.5,18.4,48.5
7/31/2030,62.9,55,42.6,30,0,0,284,2.37,7.9,0,79.6,44.3,94,22,30.061,29.859,0,0,78.8
7/27/2027,59.2,74,50.6,30,3,4.8,27,2.62,6.66,0,71.8,44.6,91,54,30.143,29.836,15,18.4,76.8
3/9/2027,46.8,16,1.6,30,13.8,19.8,243,0.39,1.14,0,55.9,38,28,9,30.221,29.904,29.9,44.9,55.9
3/15/2027,33.3,44,12.8,30,5.4,8.5,269,0.39,1.14,0,41.1,25.8,79,23,30.356,29.72,18.4,27.6,41.1
9/13/2027,52.9,44,26.4,30,4,6.6,283,0.53,9.36,0,74.1,25.7,89,13,30.302,29.765,17.3,25.3,75.6
9/15/2027,52.7,62,38.7,30,2.2,3.7,39,0.53,9.36,0,69.9,36.3,87,35,30.158,29.865,11.5,16.1,77.4
9/16/2027,57.4,50,33.6,30,2.3,4.1,327,0.53,9.36,0,80.7,36.5,87,14,30.151,29.815,13.8,20.7,78.9
7/4/2022,56.2,79,49.7,30,4.8,5.3,12,0.78,6.36,0,66.8,45.7,92,58,30.078,29.858,13.8,20,77.3
7/5/2022,55.7,75,47.1,30,4,5.1,36,0.78,6.36,0,69.3,41.6,95,47,30.115,29.845,17.3,25,78.2
11/13/2030,47,32,17,30,5.3,7.9,19,0.78,12.62,0,59.8,32.8,58,18,30.19,29.819,18.4,26.5,59.8
11/15/2030,39.9,37,14.3,30,6.5,9.9,38,0.78,12.62,0,53.5,24.4,72,14,30.206,29.82,21.9,33.4,53.5
4/26/2031,44.5,40,20.3,30,3.8,6.3,282,0.78,1.16,0,53.5,29.5,75,22,30.136,29.726,25.3,34.5,53.5
4/27/2031,44.6,46,20.4,30,1.7,3.3,282,0.78,1.16,0,63.2,22.2,85,11,30.181,29.825,12.7,19.6,63.2
9/26/2025,47,84,42.2,30,1.9,3.2,358,1.31,9.15,0,54.2,43.5,92,69,30.043,29.806,8.1,11.5,54.2
2/2/2024,-11.9,60,-22.2,31,0.9,1.6,128,0.01,0.12,0,7.7,-27.7,73,35,31.204,30.855,8.1,10.4,7.7
1/2/2022,43.2,32,14.7,29.5,12.8,18,240,0,0,0,52,37,4,16,29.669,29.268,35.7,51,52
